DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
01M448,University Neighborhood High School,2012-13,331,0,0,0,0,0,0,0,0,0,0,89,86,66,90,133,40.20%,198,59.80%,96,29.00%,69,20.80%,150,45.30%,6,1.80%,10,3.00%,87,26.30%,76,23.00%,292,88.20%
01M448,University Neighborhood High School,2013-14,299,0,0,0,0,0,0,0,0,0,0,90,80,60,69,114,38.10%,185,61.90%,98,32.80%,75,25.10%,116,38.80%,2,0.70%,8,2.70%,78,26.10%,84,28.10%,272,91.00%
01M448,University Neighborhood High School,2014-15,304,0,0,0,0,0,0,0,0,0,0,102,100,51,51,115,37.80%,189,62.20%,92,30.30%,74,24.30%,125,41.10%,2,0.70%,11,3.60%,67,22.00%,59,19.40%,272,89.50%
01M448,University Neighborhood High School,2015-16,343,0,0,0,0,0,0,0,0,0,0,120,105,69,49,148,43.10%,195,56.90%,96,28.00%,93,27.10%,142,41.40%,2,0.60%,10,2.90%,64,18.70%,47,13.70%,300,87.50%
01M450,East Side Community School,2011-12,598,0,0,0,0,0,0,0,92,73,76,101,93,77,86,271,45.30%,327,54.70%,58,9.70%,143,23.90%,331,55.40%,4,0.70%,62,10.40%,169,28.30%,31,5.20%,473,79.10%
01M450,East Side Community School,2012-13,636,0,0,0,0,0,0,0,87,87,75,112,99,99,77,301,47.30%,335,52.70%,63,9.90%,149,23.40%,355,55.80%,12,1.90%,57,9.00%,179,28.10%,18,2.80%,493,77.50%
01M450,East Side Community School,2013-14,649,0,0,0,0,0,0,0,90,89,82,101,100,91,96,320,49.30%,329,50.70%,64,9.90%,146,22.50%,370,57.00%,8,1.20%,61,9.40%,188,29.00%,12,1.80%,486,74.90%
01M450,East Side Community School,2014-15,666,0,0,0,0,0,0,0,103,91,87,94,101,93,97,313,47.00%,353,53.00%,62,9.30%,143,21.50%,376,56.50%,13,2.00%,72,10.80%,183,27.50%,8,1.20%,494,74.20%
01M450,East Side Community School,2015-16,677,0,0,0,0,0,0,0,95,103,93,103,96,97,90,334,49.30%,343,50.70%,73,10.80%,139,20.50%,361,53.30%,23,3.40%,81,12.00%,180,26.60%,6,0.90%,467,69.00%
01M458,Forsyth Satellite Academy,2011-12,224,0,0,0,0,0,0,0,0,0,0,131,49,44,0,127,56.70%,97,43.30%,5,2.20%,77,34.40%,133,59.40%,1,0.40%,8,3.60%,20,8.90%,9,4.00%,191,85.30%
01M458,Forsyth Satellite Academy,2012-13,225,0,0,0,0,0,0,0,0,0,0,58,75,49,43,112,49.80%,113,50.20%,5,2.20%,84,37.30%,125,55.60%,1,0.40%,10,4.40%,34,15.10%,12,5.30%,184,81.80%
01M458,Forsyth Satellite Academy,2013-14,224,0,0,0,0,0,0,0,0,0,0,28,70,66,60,120,53.60%,104,46.40%,5,2.20%,83,37.10%,127,56.70%,1,0.40%,8,3.60%,32,14.30%,10,4.50%,180,80.40%
01M458,Forsyth Satellite Academy,2014-15,179,0,0,0,0,0,0,0,0,0,0,29,49,47,54,102,57.00%,77,43.00%,2,1.10%,76,42.50%,97,54.20%,1,0.60%,3,1.70%,31,17.30%,16,8.90%,147,82.10%
01M458,Forsyth Satellite Academy,2015-16,215,0,0,0,0,0,0,0,0,0,0,17,85,50,63,126,58.60%,89,41.40%,3,1.40%,79,36.70%,129,60.00%,1,0.50%,3,1.40%,46,21.40%,15,7.00%,151,70.20%
01M509,Marta Valle High School,2011-12,367,0,0,0,0,0,0,0,0,0,0,143,100,51,73,197,53.70%,170,46.30%,34,9.30%,116,31.60%,209,56.90%,2,0.50%,6,1.60%,91,24.80%,42,11.40%,323,88.00%
01M509,Marta Valle High School,2012-13,367,0,0,0,0,0,0,0,0,0,0,146,124,47,50,219,59.70%,148,40.30%,33,9.00%,136,37.10%,185,50.40%,3,0.80%,10,2.70%,89,24.30%,36,9.80%,318,86.60%
01M509,Marta Valle High School,2013-14,401,0,0,0,0,0,0,0,0,0,0,150,109,77,65,243,60.60%,158,39.40%,26,6.50%,165,41.10%,196,48.90%,7,1.70%,7,1.70%,97,24.20%,33,8.20%,337,84.00%
01M509,Marta Valle High School,2014-15,363,0,0,0,0,0,0,0,0,0,0,112,119,52,80,206,56.70%,157,43.30%,21,5.80%,145,39.90%,185,51.00%,2,0.60%,10,2.80%,103,28.40%,33,9.10%,312,86.00%
01M509,Marta Valle High School,2015-16,272,0,0,0,0,0,0,0,0,0,0,81,83,50,58,166,61.00%,106,39.00%,9,3.30%,115,42.30%,142,52.20%,1,0.40%,5,1.80%,76,27.90%,22,8.10%,245,90.10%
01M515,Lower East Side Preparatory High School,2011-12,562,0,0,0,0,0,0,0,0,0,0,0,261,209,92,260,46.30%,302,53.70%,476,84.70%,29,5.20%,50,8.90%,2,0.40%,5,0.90%,7,1.20%,456,81.10%,562,100.00%
01M515,Lower East Side Preparatory High School,2012-13,513,0,0,0,0,0,0,0,0,0,0,0,215,148,150,226,44.10%,287,55.90%,401,78.20%,25,4.90%,73,14.20%,8,1.60%,6,1.20%,9,1.80%,401,78.20%,513,100.00%
01M515,Lower East Side Preparatory High School,2013-14,551,0,0,0,0,0,0,0,0,0,0,0,216,219,116,236,42.80%,315,57.20%,380,69.00%,48,8.70%,109,19.80%,9,1.60%,5,0.90%,13,2.40%,409,74.20%,551,100.00%
01M515,Lower East Side Preparatory High School,2014-15,528,0,0,0,0,0,0,0,0,0,0,0,181,192,155,228,43.20%,300,56.80%,343,65.00%,48,9.10%,125,23.70%,5,0.90%,7,1.30%,20,3.80%,365,69.10%,528,100.00%
01M515,Lower East Side Preparatory High School,2015-16,564,0,0,0,0,0,0,0,0,0,0,0,216,190,158,252,44.70%,312,55.30%,333,59.00%,68,12.10%,149,26.40%,6,1.10%,8,1.40%,29,5.10%,354,62.80%,564,100.00%
01M539,New Explorations into Science  Technology and Math,2011-12,1613,0,100,107,139,110,114,107,149,126,117,117,123,147,157,819,50.80%,794,49.20%,448,27.80%,189,11.70%,229,14.20%,22,1.40%,725,44.90%,50,3.10%,4,0.20%,450,27.90%
01M539,New Explorations into Science  Technology and Math,2012-13,1672,0,102,113,111,140,111,111,152,138,124,193,122,115,140,849,50.80%,823,49.20%,500,29.90%,173,10.30%,211,12.60%,51,3.10%,737,44.10%,59,3.50%,4,0.20%,486,29.10%
01M539,New Explorations into Science  Technology and Math,2013-14,1725,0,98,111,112,116,138,112,156,138,134,179,196,123,112,885,51.30%,840,48.70%,559,32.40%,160,9.30%,195,11.30%,69,4.00%,742,43.00%,67,3.90%,5,0.30%,479,27.80%
01M539,New Explorations into Science  Technology and Math,2014-15,1735,0,100,112,114,115,113,134,150,137,137,121,189,194,119,894,51.50%,841,48.50%,577,33.30%,158,9.10%,190,11.00%,88,5.10%,722,41.60%,66,3.80%,2,0.10%,490,28.20%
01M539,New Explorations into Science  Technology and Math,2015-16,1753,0,123,111,113,115,117,116,144,122,137,143,139,185,188,885,50.50%,868,49.50%,579,33.00%,153,8.70%,198,11.30%,91,5.20%,732,41.80%,78,4.40%,7,0.40%,468,26.70%
01M650,Cascades High School,2011-12,218,0,0,0,0,0,0,0,0,0,0,5,89,59,65,131,60.10%,87,39.90%,1,0.50%,99,45.40%,108,49.50%,1,0.50%,9,4.10%,15,6.90%,7,3.20%,167,76.60%
01M650,Cascades High School,2012-13,228,0,0,0,0,0,0,0,0,0,0,3,140,63,22,126,55.30%,102,44.70%,3,1.30%,96,42.10%,119,52.20%,3,1.30%,7,3.10%,18,7.90%,8,3.50%,183,80.30%
01M650,Cascades High School,2013-14,222,0,0,0,0,0,0,0,0,0,0,11,138,49,24,130,58.60%,92,41.40%,3,1.40%,100,45.00%,107,48.20%,1,0.50%,11,5.00%,19,8.60%,4,1.80%,176,79.30%
01M650,Cascades High School,2014-15,230,0,0,0,0,0,0,0,0,0,0,13,63,91,63,134,58.30%,96,41.70%,8,3.50%,89,38.70%,120,52.20%,2,0.90%,11,4.80%,19,8.30%,5,2.20%,172,74.80%
01M650,Cascades High School,2015-16,233,0,0,0,0,0,0,0,0,0,0,7,62,65,99,136,58.40%,97,41.60%,9,3.90%,78,33.50%,129,55.40%,2,0.90%,15,6.40%,21,9.00%,8,3.40%,169,72.50%
01M696,Bard High School Early College,2011-12,617,0,0,0,0,0,0,0,0,0,0,184,162,128,143,424,68.70%,193,31.30%,93,15.10%,93,15.10%,112,18.20%,12,1.90%,307,49.80%,6,1.00%,1,0.20%,147,23.80%
01M696,Bard High School Early College,2012-13,601,0,0,0,0,0,0,0,0,0,0,159,168,150,124,383,63.70%,218,36.30%,91,15.10%,93,15.50%,110,18.30%,9,1.50%,298,49.60%,4,0.70%,0,0.00%,152,25.30%
01M696,Bard High School Early College,2013-14,560,0,0,0,0,0,0,0,0,0,0,107,152,154,147,341,60.90%,219,39.10%,90,16.10%,77,13.80%,106,18.90%,19,3.40%,268,47.90%,4,0.70%,2,0.40%,162,28.90%
01M696,Bard High School Early College,2014-15,545,0,0,0,0,0,0,0,0,0,0,129,129,134,153,326,59.80%,219,40.20%,93,17.10%,94,17.20%,101,18.50%,9,1.70%,248,45.50%,6,1.10%,0,0.00%,191,35.00%
01M696,Bard High School Early College,2015-16,535,0,0,0,0,0,0,0,0,0,0,147,139,119,130,315,58.90%,220,41.10%,122,22.80%,86,16.10%,88,16.40%,11,2.10%,228,42.60%,5,0.90%,0,0.00%,210,39.30%
01M839,Tompkins Square Middle School,2011-12,384,0,0,0,0,0,0,0,134,125,125,0,0,0,0,213,55.50%,171,44.50%,85,22.10%,64,16.70%,160,41.70%,12,3.10%,63,16.40%,90,23.40%,23,6.00%,259,67.40%
01M839,Tompkins Square Middle School,2012-13,383,0,0,0,0,0,0,0,127,131,125,0,0,0,0,209,54.60%,174,45.40%,83,21.70%,56,14.60%,175,45.70%,8,2.10%,61,15.90%,93,24.30%,18,4.70%,273,71.30%
01M839,Tompkins Square Middle School,2013-14,377,0,0,0,0,0,0,0,124,123,130,0,0,0,0,204,54.10%,173,45.90%,86,22.80%,58,15.40%,159,42.20%,9,2.40%,65,17.20%,101,26.80%,18,4.80%,261,69.20%
01M839,Tompkins Square Middle School,2014-15,368,0,0,0,0,0,0,0,123,123,122,0,0,0,0,191,51.90%,177,48.10%,81,22.00%,53,14.40%,149,40.50%,14,3.80%,71,19.30%,96,26.10%,13,3.50%,255,69.30%
01M839,Tompkins Square Middle School,2015-16,371,0,0,0,0,0,0,0,127,124,120,0,0,0,0,195,52.60%,176,47.40%,87,23.50%,59,15.90%,138,37.20%,12,3.20%,75,20.20%,87,23.50%,11,3.00%,257,69.30%
02M001,P.S. 001 Alfred E. Smith,2011-12,518,54,83,86,78,82,68,67,0,0,0,0,0,0,0,241,46.50%,277,53.50%,366,70.70%,66,12.70%,81,15.60%,3,0.60%,2,0.40%,83,16.00%,198,38.20%,518,100.00%
02M001,P.S. 001 Alfred E. Smith,2012-13,515,51,83,81,82,71,78,69,0,0,0,0,0,0,0,240,46.60%,275,53.40%,358,69.50%,61,11.80%,92,17.90%,2,0.40%,2,0.40%,93,18.10%,188,36.50%,515,100.00%
02M001,P.S. 001 Alfred E. Smith,2013-14,496,53,70,73,77,76,68,79,0,0,0,0,0,0,0,236,47.60%,260,52.40%,338,68.10%,55,11.10%,97,19.60%,5,1.00%,1,0.20%,99,20.00%,161,32.50%,496,100.00%
02M001,P.S. 001 Alfred E. Smith,2014-15,465,57,69,64,61,67,79,68,0,0,0,0,0,0,0,214,46.00%,251,54.00%,310,66.70%,52,11.20%,95,20.40%,2,0.40%,6,1.30%,81,17.40%,146,31.40%,465,100.00%
02M001,P.S. 001 Alfred E. Smith,2015-16,400,28,48,58,60,61,70,75,0,0,0,0,0,0,0,189,47.20%,211,52.70%,257,64.20%,49,12.30%,87,21.80%,3,0.70%,4,1.00%,90,22.50%,100,25.00%,400,100.00%
02M002,P.S. 002 Meyer London,2011-12,816,35,123,122,130,143,126,137,0,0,0,0,0,0,0,394,48.30%,422,51.70%,679,83.20%,50,6.10%,67,8.20%,0,0.00%,20,2.50%,119,14.60%,375,46.00%,786,96.30%
02M002,P.S. 002 Meyer London,2012-13,823,35,147,121,134,132,135,119,0,0,0,0,0,0,0,398,48.40%,425,51.60%,696,84.60%,46,5.60%,65,7.90%,0,0.00%,16,1.90%,121,14.70%,365,44.30%,788,95.70%
02M002,P.S. 002 Meyer London,2013-14,822,35,118,150,124,130,125,140,0,0,0,0,0,0,0,392,47.70%,430,52.30%,707,86.00%,35,4.30%,66,8.00%,0,0.00%,14,1.70%,135,16.40%,387,47.10%,792,96.40%
02M002,P.S. 002 Meyer London,2014-15,760,33,96,116,149,120,127,119,0,0,0,0,0,0,0,355,46.70%,405,53.30%,651,85.70%,33,4.30%,64,8.40%,0,0.00%,12,1.60%,137,18.00%,317,41.70%,740,97.40%
02M002,P.S. 002 Meyer London,2015-16,672,21,86,84,107,139,117,118,0,0,0,0,0,0,0,313,46.60%,359,53.40%,573,85.30%,27,4.00%,63,9.40%,1,0.10%,8,1.20%,124,18.50%,241,35.90%,648,96.40%
02M003,P.S. 003 Charrette School,2011-12,813,84,175,116,134,114,108,82,0,0,0,0,0,0,0,402,49.40%,411,50.60%,49,6.00%,53,6.50%,118,14.50%,49,6.00%,544,66.90%,141,17.30%,28,3.40%,132,16.20%
02M003,P.S. 003 Charrette School,2012-13,782,53,129,162,107,123,109,99,0,0,0,0,0,0,0,379,48.50%,403,51.50%,60,7.70%,44,5.60%,114,14.60%,52,6.60%,512,65.50%,133,17.00%,27,3.50%,131,16.80%
02M003,P.S. 003 Charrette School,2013-14,808,48,126,130,163,108,120,113,0,0,0,0,0,0,0,394,48.80%,414,51.20%,57,7.10%,41,5.10%,106,13.10%,54,6.70%,550,68.10%,156,19.30%,31,3.80%,128,15.80%
02M003,P.S. 003 Charrette School,2014-15,809,51,112,142,122,159,111,112,0,0,0,0,0,0,0,393,48.60%,416,51.40%,52,6.40%,44,5.40%,95,11.70%,53,6.60%,565,69.80%,150,18.50%,35,4.30%,132,16.30%
02M003,P.S. 003 Charrette School,2015-16,789,53,129,108,126,118,156,99,0,0,0,0,0,0,0,375,47.50%,414,52.50%,56,7.10%,42,5.30%,97,12.30%,41,5.20%,553,70.10%,141,17.90%,34,4.30%,130,16.50%
02M006,P.S. 006 Lillie D. Blake,2011-12,789,0,122,158,120,138,140,111,0,0,0,0,0,0,0,364,46.10%,425,53.90%,83,10.50%,26,3.30%,82,10.40%,51,6.50%,547,69.30%,133,16.90%,19,2.40%,39,4.90%
02M006,P.S. 006 Lillie D. Blake,2012-13,782,0,125,130,151,115,132,129,0,0,0,0,0,0,0,364,46.50%,418,53.50%,77,9.80%,21,2.70%,81,10.40%,50,6.40%,553,70.70%,135,17.30%,20,2.60%,66,8.40%
02M006,P.S. 006 Lillie D. Blake,2013-14,751,0,122,136,130,134,108,121,0,0,0,0,0,0,0,354,47.10%,397,52.90%,78,10.40%,17,2.30%,66,8.80%,41,5.50%,549,73.10%,131,17.40%,11,1.50%,44,5.90%
02M006,P.S. 006 Lillie D. Blake,2014-15,726,0,117,126,136,126,126,95,0,0,0,0,0,0,0,335,46.10%,391,53.90%,82,11.30%,18,2.50%,54,7.40%,25,3.40%,547,75.30%,123,16.90%,18,2.50%,55,7.60%
02M006,P.S. 006 Lillie D. Blake,2015-16,700,0,105,113,120,124,124,114,0,0,0,0,0,0,0,321,45.90%,379,54.10%,91,13.00%,15,2.10%,50,7.10%,18,2.60%,526,75.10%,120,17.10%,12,1.70%,43,6.10%
02M011,P.S. 011 William T. Harris,2011-12,700,18,139,138,111,117,93,84,0,0,0,0,0,0,0,323,46.10%,377,53.90%,91,13.00%,88,12.60%,210,30.00%,7,1.00%,304,43.40%,117,16.70%,22,3.10%,279,39.90%
02M011,P.S. 011 William T. Harris,2012-13,756,18,158,132,136,109,114,89,0,0,0,0,0,0,0,357,47.20%,399,52.80%,99,13.10%,86,11.40%,211,27.90%,16,2.10%,344,45.50%,102,13.50%,23,3.00%,271,35.80%
02M011,P.S. 011 William T. Harris,2013-14,820,18,158,158,139,134,102,111,0,0,0,0,0,0,0,373,45.50%,447,54.50%,105,12.80%,78,9.50%,221,27.00%,18,2.20%,398,48.50%,122,14.90%,25,3.00%,261,31.80%
02M011,P.S. 011 William T. Harris,2014-15,872,18,127,167,181,144,132,103,0,0,0,0,0,0,0,391,44.80%,481,55.20%,111,12.70%,64,7.30%,242,27.80%,31,3.60%,424,48.60%,127,14.60%,31,3.60%,255,29.20%
02M011,P.S. 011 William T. Harris,2015-16,921,18,146,133,161,186,148,129,0,0,0,0,0,0,0,434,47.10%,487,52.90%,133,14.40%,63,6.80%,234,25.40%,39,4.20%,452,49.10%,122,13.20%,32,3.50%,255,27.70%
02M033,P.S. 033 Chelsea Prep,2011-12,458,34,96,91,75,67,48,47,0,0,0,0,0,0,0,239,52.20%,219,47.80%,116,25.30%,75,16.40%,159,34.70%,26,5.70%,82,17.90%,62,13.50%,46,10.00%,293,64.00%
02M033,P.S. 033 Chelsea Prep,2012-13,516,35,93,104,92,70,72,50,0,0,0,0,0,0,0,261,50.60%,255,49.40%,123,23.80%,82,15.90%,183,35.50%,24,4.70%,104,20.20%,59,11.40%,36,7.00%,312,60.50%
02M033,P.S. 033 Chelsea Prep,2013-14,576,36,100,95,106,100,68,71,0,0,0,0,0,0,0,298,51.70%,278,48.30%,144,25.00%,84,14.60%,171,29.70%,37,6.40%,140,24.30%,71,12.30%,32,5.60%,300,52.10%
02M033,P.S. 033 Chelsea Prep,2014-15,634,36,102,113,92,113,109,69,0,0,0,0,0,0,0,321,50.60%,313,49.40%,158,24.90%,75,11.80%,197,31.10%,43,6.80%,161,25.40%,78,12.30%,33,5.20%,314,49.50%
02M033,P.S. 033 Chelsea Prep,2015-16,639,30,90,107,111,94,103,104,0,0,0,0,0,0,0,323,50.50%,316,49.50%,161,25.20%,76,11.90%,190,29.70%,43,6.70%,169,26.40%,72,11.30%,26,4.10%,295,46.20%
02M040,P.S. 040 Augustus Saint-Gaudens,2011-12,615,34,118,107,100,76,96,84,0,0,0,0,0,0,0,304,49.40%,311,50.60%,67,10.90%,29,4.70%,88,14.30%,39,6.30%,392,63.70%,99,16.10%,14,2.30%,92,15.00%
02M040,P.S. 040 Augustus Saint-Gaudens,2012-13,649,36,130,108,110,96,78,91,0,0,0,0,0,0,0,328,50.50%,321,49.50%,73,11.20%,18,2.80%,85,13.10%,36,5.50%,437,67.30%,94,14.50%,14,2.20%,70,10.80%
02M040,P.S. 040 Augustus Saint-Gaudens,2013-14,594,0,123,104,96,107,90,74,0,0,0,0,0,0,0,283,47.60%,311,52.40%,59,9.90%,19,3.20%,81,13.60%,37,6.20%,398,67.00%,102,17.20%,7,1.20%,69,11.60%
02M040,P.S. 040 Augustus Saint-Gaudens,2014-15,624,18,116,114,97,96,96,87,0,0,0,0,0,0,0,313,50.20%,311,49.80%,57,9.10%,18,2.90%,85,13.60%,63,10.10%,401,64.30%,114,18.30%,9,1.40%,54,8.70%
02M040,P.S. 040 Augustus Saint-Gaudens,2015-16,631,36,99,100,108,97,95,96,0,0,0,0,0,0,0,324,51.30%,307,48.70%,54,8.60%,18,2.90%,84,13.30%,73,11.60%,402,63.70%,106,16.80%,16,2.50%,53,8.40%
02M041,P.S. 041 Greenwich Village,2011-12,782,0,130,133,153,125,123,118,0,0,0,0,0,0,0,388,49.60%,394,50.40%,81,10.40%,20,2.60%,60,7.70%,31,4.00%,590,75.40%,157,20.10%,13,1.70%,68,8.70%
02M041,P.S. 041 Greenwich Village,2012-13,801,33,125,126,130,151,119,117,0,0,0,0,0,0,0,412,51.40%,389,48.60%,82,10.20%,14,1.70%,76,9.50%,47,5.90%,582,72.70%,144,18.00%,18,2.20%,52,6.50%
02M041,P.S. 041 Greenwich Village,2013-14,791,30,126,125,123,122,147,118,0,0,0,0,0,0,0,406,51.30%,385,48.70%,79,10.00%,19,2.40%,71,9.00%,59,7.50%,563,71.20%,145,18.30%,12,1.50%,40,5.10%
02M041,P.S. 041 Greenwich Village,2014-15,757,35,100,134,122,116,116,134,0,0,0,0,0,0,0,388,51.30%,369,48.70%,71,9.40%,16,2.10%,72,9.50%,80,10.60%,518,68.40%,128,16.90%,9,1.20%,31,4.10%
02M041,P.S. 041 Greenwich Village,2015-16,721,36,121,91,131,115,118,109,0,0,0,0,0,0,0,375,52.00%,346,48.00%,66,9.20%,13,1.80%,69,9.60%,75,10.40%,498,69.10%,114,15.80%,14,1.90%,28,3.90%
02M042,P.S. 042 Benjamin Altman,2011-12,806,35,145,139,129,122,110,126,0,0,0,0,0,0,0,390,48.40%,416,51.60%,752,93.30%,15,1.90%,30,3.70%,0,0.00%,9,1.10%,98,12.20%,295,36.60%,806,100.00%
02M042,P.S. 042 Benjamin Altman,2012-13,820,36,149,132,144,119,125,115,0,0,0,0,0,0,0,393,47.90%,427,52.10%,772,94.10%,8,1.00%,28,3.40%,1,0.10%,11,1.30%,98,12.00%,286,34.90%,820,100.00%
02M042,P.S. 042 Benjamin Altman,2013-14,792,36,101,150,129,136,116,124,0,0,0,0,0,0,0,362,45.70%,430,54.30%,741,93.60%,10,1.30%,26,3.30%,0,0.00%,15,1.90%,106,13.40%,239,30.20%,792,100.00%
02M042,P.S. 042 Benjamin Altman,2014-15,776,36,105,104,139,135,133,124,0,0,0,0,0,0,0,358,46.10%,418,53.90%,716,92.30%,7,0.90%,29,3.70%,4,0.50%,20,2.60%,118,15.20%,230,29.60%,776,100.00%
02M042,P.S. 042 Benjamin Altman,2015-16,737,46,102,99,94,132,132,132,0,0,0,0,0,0,0,341,46.30%,396,53.70%,686,93.10%,2,0.30%,30,4.10%,4,0.50%,15,2.00%,112,15.20%,202,27.40%,737,100.00%
02M047,47 The American Sign Language and English Secondar,2011-12,174,0,0,0,0,0,0,0,0,0,0,50,63,38,23,100,57.50%,74,42.50%,3,1.70%,56,32.20%,103,59.20%,1,0.60%,11,6.30%,67,38.50%,14,8.00%,143,82.20%
02M047,47 The American Sign Language and English Secondar,2012-13,189,0,0,0,0,0,0,0,0,0,0,66,46,46,31,106,56.10%,83,43.90%,7,3.70%,50,26.50%,121,64.00%,1,0.50%,10,5.30%,67,35.40%,16,8.50%,161,85.20%
02M047,47 The American Sign Language and English Secondar,2013-14,184,0,0,0,0,0,0,0,0,0,0,43,69,29,43,110,59.80%,74,40.20%,5,2.70%,49,26.60%,120,65.20%,2,1.10%,8,4.30%,59,32.10%,13,7.10%,155,84.20%
02M047,47 The American Sign Language and English Secondar,2014-15,169,0,0,0,0,0,0,0,0,0,0,44,50,68,7,109,64.50%,60,35.50%,2,1.20%,48,28.40%,109,64.50%,1,0.60%,9,5.30%,43,25.40%,8,4.70%,141,83.40%
02M047,47 The American Sign Language and English Secondar,2015-16,186,0,0,0,0,0,0,0,0,0,0,50,39,52,45,121,65.10%,65,34.90%,3,1.60%,50,26.90%,118,63.40%,3,1.60%,12,6.50%,45,24.20%,11,5.90%,155,83.30%
02M051,P.S. 051 Elias Howe,2011-12,288,0,41,44,42,51,61,49,0,0,0,0,0,0,0,128,44.40%,160,55.60%,46,16.00%,38,13.20%,161,55.90%,11,3.80%,32,11.10%,73,25.30%,43,14.90%,288,100.00%
02M051,P.S. 051 Elias Howe,2012-13,274,0,47,37,38,43,49,60,0,0,0,0,0,0,0,123,44.90%,151,55.10%,48,17.50%,29,10.60%,156,56.90%,11,4.00%,30,10.90%,81,29.60%,29,10.60%,274,100.00%
02M051,P.S. 051 Elias Howe,2013-14,304,18,51,44,44,43,45,59,0,0,0,0,0,0,0,141,46.40%,163,53.60%,59,19.40%,40,13.20%,151,49.70%,10,3.30%,44,14.50%,93,30.60%,36,11.80%,304,100.00%
02M051,P.S. 051 Elias Howe,2014-15,350,36,53,55,46,57,54,49,0,0,0,0,0,0,0,172,49.10%,178,50.90%,74,21.10%,43,12.30%,166,47.40%,7,2.00%,60,17.10%,91,26.00%,43,12.30%,350,100.00%
02M051,P.S. 051 Elias Howe,2015-16,370,48,52,48,62,47,59,54,0,0,0,0,0,0,0,176,47.60%,194,52.40%,87,23.50%,45,12.20%,157,42.40%,8,2.20%,73,19.70%,80,21.60%,34,9.20%,370,100.00%
02M059,P.S. 059 Beekman Hill International,2011-12,520,0,76,97,101,90,87,69,0,0,0,0,0,0,0,246,47.30%,274,52.70%,70,13.50%,27,5.20%,81,15.60%,35,6.70%,307,59.00%,73,14.00%,47,9.00%,85,16.30%
02M059,P.S. 059 Beekman Hill International,2012-13,593,0,117,100,99,100,93,84,0,0,0,0,0,0,0,280,47.20%,313,52.80%,76,12.80%,19,3.20%,93,15.70%,46,7.80%,359,60.50%,80,13.50%,46,7.80%,93,15.70%
02M059,P.S. 059 Beekman Hill International,2013-14,598,0,95,116,102,92,103,90,0,0,0,0,0,0,0,287,48.00%,311,52.00%,66,11.00%,18,3.00%,93,15.60%,48,8.00%,373,62.40%,96,16.10%,40,6.70%,72,12.00%
02M059,P.S. 059 Beekman Hill International,2014-15,596,0,104,89,110,98,94,101,0,0,0,0,0,0,0,273,45.80%,323,54.20%,78,13.10%,14,2.30%,85,14.30%,59,9.90%,360,60.40%,106,17.80%,28,4.70%,66,11.10%
02M059,P.S. 059 Beekman Hill International,2015-16,573,0,102,102,76,101,95,97,0,0,0,0,0,0,0,273,47.60%,300,52.40%,88,15.40%,12,2.10%,74,12.90%,59,10.30%,340,59.30%,96,16.80%,23,4.00%,65,11.30%
02M077,P.S. 77 Lower Lab School,2011-12,351,0,49,61,62,63,56,60,0,0,0,0,0,0,0,193,55.00%,158,45.00%,52,14.80%,11,3.10%,29,8.30%,18,5.10%,241,68.70%,51,14.50%,0,0.00%,20,5.70%
02M077,P.S. 77 Lower Lab School,2012-13,350,0,50,59,61,63,63,54,0,0,0,0,0,0,0,188,53.70%,162,46.30%,62,17.70%,5,1.40%,26,7.40%,25,7.10%,232,66.30%,47,13.40%,0,0.00%,20,5.70%
02M077,P.S. 77 Lower Lab School,2013-14,348,0,49,60,60,60,62,57,0,0,0,0,0,0,0,188,54.00%,160,46.00%,74,21.30%,3,0.90%,26,7.50%,28,8.00%,217,62.40%,44,12.60%,0,0.00%,23,6.60%
02M077,P.S. 77 Lower Lab School,2014-15,350,0,52,59,62,60,55,62,0,0,0,0,0,0,0,184,52.60%,166,47.40%,79,22.60%,3,0.90%,22,6.30%,28,8.00%,218,62.30%,45,12.90%,0,0.00%,18,5.10%
02M077,P.S. 77 Lower Lab School,2015-16,345,0,49,61,60,62,60,53,0,0,0,0,0,0,0,175,50.70%,170,49.30%,93,27.00%,1,0.30%,18,5.20%,31,9.00%,202,58.60%,37,10.70%,0,0.00%,15,4.30%
02M089,P.S. 89,2011-12,531,34,92,72,55,104,78,96,0,0,0,0,0,0,0,257,48.40%,274,51.60%,87,16.40%,17,3.20%,64,12.10%,27,5.10%,336,63.30%,76,14.30%,20,3.80%,36,6.80%
02M089,P.S. 89,2012-13,485,36,74,88,66,49,90,82,0,0,0,0,0,0,0,231,47.60%,254,52.40%,71,14.60%,11,2.30%,68,14.00%,39,8.00%,296,61.00%,69,14.20%,22,4.50%,24,4.90%
02M089,P.S. 89,2013-14,472,36,115,67,71,63,43,77,0,0,0,0,0,0,0,218,46.20%,254,53.80%,65,13.80%,7,1.50%,72,15.30%,31,6.60%,297,62.90%,85,18.00%,15,3.20%,19,4.00%
